Name,Product,Activity,Location,Database,Code,Amount,Unit,Removed flow product,Removed flow activity,Removed flow location,Removed flow database,Removed flow code
COACH_PROPANE_ELD,"transport, passenger bus, EURO-VI","COACH_PROPANE_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,yu9o6swi6jhq7r56fztkj6r7un6dlaxa,0.01206460801309599,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
COACH_PROPANE_LD,"transport, passenger bus, EURO-VI","COACH_PROPANE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,nya0rkc5gdvrqd1yeiue2x3rx1ucztz5,6.802721088435375e-08,unit,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a0bf16b0bff542388d7a14541030bf47
COACH_PROPANE_LD,"transport, passenger bus, EURO-VI","COACH_PROPANE_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,nya0rkc5gdvrqd1yeiue2x3rx1ucztz5,0.01206460801309599,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
COACH_PROPANE_MD,"transport, passenger bus, EURO-VI","COACH_PROPANE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,t3zatlg047lsslh1kj13ql8ib4zble46,6.802721088435375e-08,unit,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m single deck coach bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a0bf16b0bff542388d7a14541030bf47
COACH_PROPANE_MD,"transport, passenger bus, EURO-VI","COACH_PROPANE_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,t3zatlg047lsslh1kj13ql8ib4zble46,0.01206460801309599,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
COAL_GAS_H2,"hydrogen, gaseous, low pressure","COAL_GAS_H2, Operation",CA-QC,EnergyScope_CA-QC_2020,aee82pqe36vh0mzp05ktr54sez40nl6o,4.48957551541846e-10,unit,"chemical factory, organics","market for chemical factory, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0caadf825196adf0845e429dd2470608
COAL_GAS_H2,"hydrogen, gaseous, low pressure","COAL_GAS_H2, Operation",CA-QC,EnergyScope_CA-QC_2020,aee82pqe36vh0mzp05ktr54sez40nl6o,6.1770594959214495,kilogram,hard coal,market for hard coal,RNA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4723c2d7ac6282d46066e2c556b71837
COAL_GAS_H2_ADV,"hydrogen, gaseous, low pressure","COAL_GAS_H2_ADV, Operation",CA-QC,EnergyScope_CA-QC_2020,axjwgnyjjyxfxboh1yo4qtwd591anlb8,4.48957551541846e-10,unit,"chemical factory, organics","market for chemical factory, organics",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0caadf825196adf0845e429dd2470608
COAL_GAS_H2_ADV,"hydrogen, gaseous, low pressure","COAL_GAS_H2_ADV, Operation",CA-QC,EnergyScope_CA-QC_2020,axjwgnyjjyxfxboh1yo4qtwd591anlb8,6.1770594959214495,kilogram,hard coal,market for hard coal,RNA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4723c2d7ac6282d46066e2c556b71837
COAL_GAS_H2_ADV_CCS,"hydrogen, gaseous, low pressure","COAL_GAS_H2_ADV_CCS, Operation",CA-QC,EnergyScope_CA-QC_2020,zxu45u7xb1u54na7zflsgb7wcz5omuir,6.997199999999999e-10,unit,"chemical factory, organics","chemical factory construction, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,625bdaed6924e06524787bd5a63474cb
COAL_GAS_H2_ADV_CCS,"hydrogen, gaseous, low pressure","COAL_GAS_H2_ADV_CCS, Operation",CA-QC,EnergyScope_CA-QC_2020,zxu45u7xb1u54na7zflsgb7wcz5omuir,3.9744e-09,unit,"liquid storage tank, chemicals, organics","liquid storage tank production, chemicals, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0620175a90f4fb623fddc880c95062be
COAL_GAS_H2_ADV_CCS,"hydrogen, gaseous, low pressure","COAL_GAS_H2_ADV_CCS, Operation",CA-QC,EnergyScope_CA-QC_2020,zxu45u7xb1u54na7zflsgb7wcz5omuir,6.771,kilogram,hard coal,market for hard coal,RNA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4723c2d7ac6282d46066e2c556b71837
COAL_GAS_H2_CCS,"hydrogen, gaseous, low pressure","COAL_GAS_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2020,049klz8t71tvm6288viflnr9u393b2xb,6.997199999999999e-10,unit,"chemical factory, organics","chemical factory construction, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,625bdaed6924e06524787bd5a63474cb
COAL_GAS_H2_CCS,"hydrogen, gaseous, low pressure","COAL_GAS_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2020,049klz8t71tvm6288viflnr9u393b2xb,3.9744e-09,unit,"liquid storage tank, chemicals, organics","liquid storage tank production, chemicals, organics",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0620175a90f4fb623fddc880c95062be
COAL_GAS_H2_CCS,"hydrogen, gaseous, low pressure","COAL_GAS_H2_CCS, Operation",CA-QC,EnergyScope_CA-QC_2020,049klz8t71tvm6288viflnr9u393b2xb,6.771,kilogram,hard coal,market for hard coal,RNA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4723c2d7ac6282d46066e2c556b71837
COAL_IGCC,"electricity, high voltage","COAL_IGCC, Operation",CA-QC,EnergyScope_CA-QC_2020,jzbalp5ysdfx5ogpye764ny7mc5m8jp6,3.705e-12,unit,hard coal IGCC power plant 450MW,hard coal IGCC power plant 450MW,RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,bf265ea36efb4396a20c281965def31f
COAL_IGCC,"electricity, high voltage","COAL_IGCC, Operation",CA-QC,EnergyScope_CA-QC_2020,jzbalp5ysdfx5ogpye764ny7mc5m8jp6,0.2840909090909091,kilogram,hard coal,market for hard coal,RNA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4723c2d7ac6282d46066e2c556b71837
COAL_IGCC_CC,"electricity, high voltage","COAL_IGCC_CC, Operation",CA-QC,EnergyScope_CA-QC_2020,yz2pjcf2szj8mqt6fby4trj8t748y3yv,3.705e-12,unit,hard coal IGCC power plant 450MW,hard coal IGCC power plant 450MW,RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,bf265ea36efb4396a20c281965def31f
COAL_IGCC_CC,"electricity, high voltage","COAL_IGCC_CC, Operation",CA-QC,EnergyScope_CA-QC_2020,yz2pjcf2szj8mqt6fby4trj8t748y3yv,0.34090909090909094,kilogram,hard coal,market for hard coal,RNA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,4723c2d7ac6282d46066e2c556b71837
COAL_US,"electricity, high voltage","COAL_US, Operation",CA-QC,EnergyScope_CA-QC_2020,ywtkm8k470lel8l3le2v3xe1rhwqgwve,0.9623095429029672,kilogram,lignite,market for lignite,RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,9f2b603a4d7918bd2c59efbf78d0c722
COAL_US,"electricity, high voltage","COAL_US, Operation",CA-QC,EnergyScope_CA-QC_2020,ywtkm8k470lel8l3le2v3xe1rhwqgwve,3.3731099999999995e-12,unit,lignite power plant,market for lignite power plant,GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e19faaed6c4532027f317470499a53d9
COAL_US_CC,"electricity, high voltage","COAL_US_CC, Operation",CA-QC,EnergyScope_CA-QC_2020,qzc8a21o1wfj0v3pa7fd5art0wv7kmco,1.2539184952978057,kilogram,lignite,market for lignite,RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,9f2b603a4d7918bd2c59efbf78d0c722
COAL_US_CC,"electricity, high voltage","COAL_US_CC, Operation",CA-QC,EnergyScope_CA-QC_2020,qzc8a21o1wfj0v3pa7fd5art0wv7kmco,3.3731099999999995e-12,unit,lignite power plant,market for lignite power plant,GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e19faaed6c4532027f317470499a53d9
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,3.66009801499534e-10,unit,"train, passenger, long-distance","market for train, passenger, long-distance",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,8f966c284aa52e1f90e83dfbd5a14bde
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00225875199961051,kilogram,diesel,market for diesel,CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,ddfbd58a2d594c30afd5cbeecaeb4f3e
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,1.520594126912331e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0007220999434325775,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,3.980693963437515e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00011429533634135394,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00010953561553574832,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00019907738939143818,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,3.138972498164758e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00019372044239640102,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00011014363595105665,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,3.105444745150892e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0007082208740032687,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0002491922126193911,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0008545550816346529,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,7.053901589354283e-07,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00016466696521413962,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,5.880787059076366e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0001418358169843984,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,9.727254720609592e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,6.532050785608717e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,4.2137368172322314e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,2.5552857403437662e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,2.4367779334772517e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,2.0405655384253058e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,1.1250898084748054e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,2.6353899702804347e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,7.643938905296487e-06,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00027898541668509364,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0004519973511996438,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0001442899293089744,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0005023035049896435,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00015001458097011115,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0001645166539879406,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00011819301898647785,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0032874132445817185,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.0004316149442990548,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,4.733114136864167e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,8.579336971699436e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.00043955853112060057,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,1.660194750512358e-05,kilowatt hour,"electricity, high voltage","market for electricity, high voltage",CA-QC,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,75658fd7e62e0cea6f372aa1e9922589
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.002379885866912159,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a6d7c89307482345f5b3ca45dd65637b
COMMUTER_RAIL_DIESEL_MD,"transport, passenger train","COMMUTER_RAIL_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,j42as2wiapi2gddb11hpy21kts773muj,0.04697576157833718,kilowatt hour,"electricity, high voltage","market group for electricity, high voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a6d7c89307482345f5b3ca45dd65637b
