Name,Product,Activity,Location,Database,Code,Amount,Unit,Removed flow product,Removed flow activity,Removed flow location,Removed flow database,Removed flow code
BUS_BIODIESEL_B20_SD,"transport, passenger bus, EURO-VI","BUS_BIODIESEL_B20_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,1fzg5ljbi3jyyk4nmiz5bjqbtj0rgibt,0.03191671691845631,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
BUS_CNG_SD,"transport, passenger bus, EURO-VI","BUS_CNG_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,4sjhigy1ih25md0krtvp3pkfo5u58qda,1.098901098901099e-07,unit,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m double deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0bac5836e1744a9eafa269725aefd2c0
BUS_CNG_SD,"transport, passenger bus, EURO-VI","BUS_CNG_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,4sjhigy1ih25md0krtvp3pkfo5u58qda,0.02972768681869001,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
BUS_DIESEL_SD,"transport, passenger bus, EURO-VI","BUS_DIESEL_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,la1t7d7xkxwfjpdftokm6efp5xsuzabe,1.098901098901099e-07,unit,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,403c15e9454c43c78f924e83dc8884cd
BUS_DIESEL_SD,"transport, passenger bus, EURO-VI","BUS_DIESEL_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,la1t7d7xkxwfjpdftokm6efp5xsuzabe,0.03191671691845631,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
BUS_EV_SD,"transport, passenger bus","BUS_EV_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,f5mwb22oked30bz7qvqfhauj9518r2y1,1.098901098901099e-07,unit,passenger bus,"passenger bus, battery electric - overnight charging, 13m double deck urban bus",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,9567d6a404bb4a61835e5f5e915d535d
BUS_EV_SD,"transport, passenger bus","BUS_EV_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,f5mwb22oked30bz7qvqfhauj9518r2y1,0.2139230140686571,kilowatt hour,"electricity, low voltage","market group for electricity, low voltage",CA,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,b5f117934b9b8b3cb69a359536987fc0
BUS_FC_H2_SD,"transport, passenger bus","BUS_FC_H2_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,k8whkjkq4r3wgzvnltefwbuwd1qnp9ky,1.098901098901099e-07,unit,passenger bus,"passenger bus, fuel cell electric, 13m double deck urban bus",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,14f36aa2232a4958a0624271f8df191f
BUS_FC_H2_SD,"transport, passenger bus","BUS_FC_H2_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,k8whkjkq4r3wgzvnltefwbuwd1qnp9ky,0.008877308994019863,kilogram,"hydrogen, gaseous, low pressure","market for hydrogen, gaseous, low pressure",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,d4c7b2e95b454990bc558f29711a0d1e
BUS_GASOLINE_SD,"transport, passenger bus, EURO-VI","BUS_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,qg0poiheg0ljl5r2nre6kwxfkr0rq96s,1.098901098901099e-07,unit,"Passenger bus, EURO-VI","Passenger bus, diesel, 13m double deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,403c15e9454c43c78f924e83dc8884cd
BUS_GASOLINE_SD,"transport, passenger bus, EURO-VI","BUS_GASOLINE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,qg0poiheg0ljl5r2nre6kwxfkr0rq96s,0.03191671691845631,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
BUS_HY_DIESEL_SD,"transport, passenger bus, EURO-VI","BUS_HY_DIESEL_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,elcu8azx3jktxofex01idhbwjohom2mb,1.098901098901099e-07,unit,"Passenger bus, EURO-VI","Passenger bus, diesel hybrid, 13m double deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,6740e13f490547a6810a9cd9f6fa86e0
BUS_HY_DIESEL_SD,"transport, passenger bus, EURO-VI","BUS_HY_DIESEL_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,elcu8azx3jktxofex01idhbwjohom2mb,0.02948408971897853,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
BUS_PROPANE_SD,"transport, passenger bus, EURO-VI","BUS_PROPANE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,ev1l24k3quktrk5lnthmnt3iibjv0ivv,1.098901098901099e-07,unit,"Passenger bus, EURO-VI","Passenger bus, compressed gas, 13m double deck urban bus, EURO-VI",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,0bac5836e1744a9eafa269725aefd2c0
BUS_PROPANE_SD,"transport, passenger bus, EURO-VI","BUS_PROPANE_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,ev1l24k3quktrk5lnthmnt3iibjv0ivv,0.02972768681869001,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
CAR_BIODIESEL_B100_ELD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,j2tvktqvnq090x981k9n8rvcm3q8hnh7,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B100_ELD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,j2tvktqvnq090x981k9n8rvcm3q8hnh7,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_BIODIESEL_B100_LD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,uhds8qshgsux8bnt2dwarl3xvln6ta2l,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B100_LD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,uhds8qshgsux8bnt2dwarl3xvln6ta2l,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_BIODIESEL_B100_MD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,mzgizwpdwz6h2tu5yuwm4ob1ie6j82ps,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B100_MD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,mzgizwpdwz6h2tu5yuwm4ob1ie6j82ps,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_BIODIESEL_B100_SD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,ecrpgj74fr89m23lbftoxpjj3jq2epw0,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B100_SD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B100_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,ecrpgj74fr89m23lbftoxpjj3jq2epw0,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_BIODIESEL_B20_ELD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,uvvzfcdeqb5ezorh9a8739qvpa9ptsrv,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B20_ELD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,uvvzfcdeqb5ezorh9a8739qvpa9ptsrv,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_BIODIESEL_B20_LD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,djzmw368115bp9t44ehjqtcajnlcpfoo,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B20_LD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,djzmw368115bp9t44ehjqtcajnlcpfoo,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_BIODIESEL_B20_MD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,ja7d3tzjej94561c1wtruszk0f9kkjip,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B20_MD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,ja7d3tzjej94561c1wtruszk0f9kkjip,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_BIODIESEL_B20_SD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,idwlvppm8y2s1tn8b5kpdodlx56gs417,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_BIODIESEL_B20_SD,"transport, passenger car, EURO-6ab","CAR_BIODIESEL_B20_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,idwlvppm8y2s1tn8b5kpdodlx56gs417,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_CNG_ELD,"transport, passenger car, EURO-6ab","CAR_CNG_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,g4c6dq260koek72lbyjvzfcux9k0aqua,0.05003249130028618,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
CAR_CNG_ELD,"transport, passenger car, EURO-6ab","CAR_CNG_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,g4c6dq260koek72lbyjvzfcux9k0aqua,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a11e0faa867743269fb5b00e742423ad
CAR_CNG_LD,"transport, passenger car, EURO-6ab","CAR_CNG_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,r8vcvcud22yye4dbn2b2wd5u6r52ujjn,0.05003249130028618,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
CAR_CNG_LD,"transport, passenger car, EURO-6ab","CAR_CNG_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,r8vcvcud22yye4dbn2b2wd5u6r52ujjn,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a11e0faa867743269fb5b00e742423ad
CAR_CNG_MD,"transport, passenger car, EURO-6ab","CAR_CNG_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,fg5x2anpyvt0lnnb1c5zv6asp9fb28xb,0.05003249130028618,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
CAR_CNG_MD,"transport, passenger car, EURO-6ab","CAR_CNG_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,fg5x2anpyvt0lnnb1c5zv6asp9fb28xb,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a11e0faa867743269fb5b00e742423ad
CAR_CNG_SD,"transport, passenger car, EURO-6ab","CAR_CNG_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,oixnz0pnoa18egnoe8thcnu0q11nnq4d,0.05003249130028618,kilogram,"natural gas, medium pressure, vehicle grade","market for natural gas, medium pressure, vehicle grade",GLO,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,89ac9cc8aa5c5fa4613b802b772e01c2
CAR_CNG_SD,"transport, passenger car, EURO-6ab","CAR_CNG_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,oixnz0pnoa18egnoe8thcnu0q11nnq4d,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, compressed gas, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,a11e0faa867743269fb5b00e742423ad
CAR_DIESEL_ELD,"transport, passenger car, EURO-6ab","CAR_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,rup9p6xmv6x0o74zcl54zruwplz6vd39,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_DIESEL_ELD,"transport, passenger car, EURO-6ab","CAR_DIESEL_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,rup9p6xmv6x0o74zcl54zruwplz6vd39,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_DIESEL_LD,"transport, passenger car, EURO-6ab","CAR_DIESEL_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,xhuwu45kts6jjloosf1thlugn8m8h3zw,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_DIESEL_LD,"transport, passenger car, EURO-6ab","CAR_DIESEL_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,xhuwu45kts6jjloosf1thlugn8m8h3zw,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_DIESEL_MD,"transport, passenger car, EURO-6ab","CAR_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,8gyhkqmz5gx4smjhrgtbs3ueb3wa91ez,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_DIESEL_MD,"transport, passenger car, EURO-6ab","CAR_DIESEL_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,8gyhkqmz5gx4smjhrgtbs3ueb3wa91ez,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_DIESEL_SD,"transport, passenger car, EURO-6ab","CAR_DIESEL_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,zyctbseqx4gb8wfwu4ypzl92ovh517ky,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, diesel, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,36d2a88522ac4f2e96b1f9ebe4773674
CAR_DIESEL_SD,"transport, passenger car, EURO-6ab","CAR_DIESEL_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,zyctbseqx4gb8wfwu4ypzl92ovh517ky,0.05007908371766449,kilogram,"diesel, low-sulfur","market for diesel, low-sulfur",CAN,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,11ff9c13390c4c30844cc0d76537e915
CAR_ETOH_E10_ELD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,04qylykduz8qieou5cmrgiqdtc060to0,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
CAR_ETOH_E10_ELD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,04qylykduz8qieou5cmrgiqdtc060to0,0.05794140146871106,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
CAR_ETOH_E10_LD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,1guiur88c6mc9rgzklwmnk0jerkzv1dc,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
CAR_ETOH_E10_LD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,1guiur88c6mc9rgzklwmnk0jerkzv1dc,0.05794140146871106,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
CAR_ETOH_E10_MD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,8g4vjw1d8t5hy1nbdcuy6vvdj9fodkbf,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
CAR_ETOH_E10_MD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,8g4vjw1d8t5hy1nbdcuy6vvdj9fodkbf,0.05794140146871106,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
CAR_ETOH_E10_SD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,sdapfofr778cud226rpjler1pgtnm1v2,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
CAR_ETOH_E10_SD,"transport, passenger car, EURO-6ab","CAR_ETOH_E10_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,sdapfofr778cud226rpjler1pgtnm1v2,0.05794140146871106,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
CAR_ETOH_E85_ELD,"transport, passenger car, EURO-6ab","CAR_ETOH_E85_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,qwbowc7g91nl4n26xzc4d37semptx6yt,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
CAR_ETOH_E85_ELD,"transport, passenger car, EURO-6ab","CAR_ETOH_E85_ELD, Operation",CA-QC,EnergyScope_CA-QC_2020,qwbowc7g91nl4n26xzc4d37semptx6yt,0.05794140146871106,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
CAR_ETOH_E85_LD,"transport, passenger car, EURO-6ab","CAR_ETOH_E85_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,85uoahi3gxd40bj1jiba73gdomtu5v13,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
CAR_ETOH_E85_LD,"transport, passenger car, EURO-6ab","CAR_ETOH_E85_LD, Operation",CA-QC,EnergyScope_CA-QC_2020,85uoahi3gxd40bj1jiba73gdomtu5v13,0.05794140146871106,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
CAR_ETOH_E85_MD,"transport, passenger car, EURO-6ab","CAR_ETOH_E85_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,2lvj0jv8q4jey95dz6x2zyywjppsecui,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
CAR_ETOH_E85_MD,"transport, passenger car, EURO-6ab","CAR_ETOH_E85_MD, Operation",CA-QC,EnergyScope_CA-QC_2020,2lvj0jv8q4jey95dz6x2zyywjppsecui,0.05794140146871106,kilogram,"petrol, low-sulfur","market for petrol, low-sulfur",RoW,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,e31b893f2ced7b5f57343c30c250e0d4
CAR_ETOH_E85_SD,"transport, passenger car, EURO-6ab","CAR_ETOH_E85_SD, Operation",CA-QC,EnergyScope_CA-QC_2020,7t9c06qsb7o4k9d3pxuyap54kuyleqg3,5e-06,unit,"Passenger car, EURO-6ab","Passenger car, gasoline, Medium, EURO-6ab",RER,ecoinvent_cutoff_3.10.1_image_SSP2-Base_2020+truck_carculator regionalized_wo_bg,3f47a7abb809440db30d6959d874cd27
